"Nomes","Valor","Cluster"
"TÊNIS MASCULINO ACTVITTA 4914.203",397.71,2
"Tênis Under Armour Tribase Reps Masculino",209.99,1
"TÊNIS FLATFORM STREET STAR ST 0748",390.47,2
"Tênis Everlast Forceknit 4 Uni Preto / Azul",189.05,1
"Tenis Mormaii Urban Storm Mid Masculino",451.77,2
"TENIS FILA KR5 MASCULINO",214.11,1
"Kit 2 Pares Tênis Sneaker Estilo Retrô Runway Masculino",72.58,1
"Kit Tênis Academia Esportivo Corrida Caminhada Unissex Leve + Relógio Digital Led Black Friday",427.4,2
"Tênis Öus Couro Arquitetônico Essencial Branco Masculino",190.19,1
"TENIS FUTSAL UMBRO U01FB00218 PRETO Umbro",110.99,1
"Tênis Diversão Mini Kim Azul Royal - Infantil - 34 - Azul",79,1
"Tenis Infantil Masculino Escolar Casual Tamanho 20 ao 27 - Tênis Basic do Enzo??",159.9,1
"Tênis Slip On Masculino Calce Fácil Conforto Macio Dia a Dia",180.4,1
"Tênis Slip-On Masculino Couro Nobuck West Bulls Moda Casual",229.9,1
"Tenis Esportivo 50 Masculino Feminino UZZE Corrida Caminhada + Relógio Digital",176.8,1
"Tênis Futsal Kappa Milao 8466 Az/pt",251.28,1
"Tenis Freeday Brooklyn",499.78,2
"TÊNIS MASCULINO SKECHERS GO WALK ARCH FIT",89.9,1
"Tênis Infantil Masculino Menino",89.9,1
"Tênis Infantil Masculino Menino",149.9,1
"Tênis Masculino Casual X-try Camila Nicacio Esportivo Academia Lançamento + Relógio e Carteira",246.05,1
"Tênis Cano Alto Tip Toey Joey Bebê Alley",249.99,1
"Kit 3 Pares De Tênis Casual Skate Escolar Haymax Original H8",266.9,1
"Tênis Masculino Slip On Coca-Cola Branco",218.4,1
"Tênis Masculino Casual Solado Flat Moderno Confortável",131,1
"Tenis Sal Rmi 245 Reserva Mini",53.78,1
"Tênis Infantil Mz Flex Menino Dinossauros MzKid",94.9,1
"Tênis Dray Marvel Homem-Aranha Infantil",76.86,1
"Kit Tênis Esportivo Academia Corrida Caminhada Esporte Running Leve Confortável Unissex + Relógio",429.9,2
"Tênis Tesla Coil White Purple Mesclado",93.27,1
"Sapatilha Náutica Aquática Neoprene Bono Tênis Híbrido Pesca Canoagem Cachoeira Trilha Praia",96.61,1
"Tenis Botinha América Infantil Menino Com Luz Led que Pisca Brilha Vem a Pulseira",189.9,1
"Sapatênis Infantil Masculino Pegada 371802",299.99,2
"Tênis Puma Caven Bdp Masculino",143.64,1
"Tênis Rainha Mont Car IV",109.9,1
"Sapatenis Casual Infantil Masculino Tenis Menino - 5603-001-27",49.9,1
"Tênis Infantil Colegial Velcro",145.26,1
"Tênis Infantil Menino Klin Freestyle 760338 - Branco",111.06,1
"Tênis Actvitta Esportivo Masculino 4901125",153.81,1
"Tênis Masculino Mormaii Urban Club",275.4,1
"Tenis De Skate Cano Alto Embarcadero X - Bicolor - LandFeet",81.13,1
"Sapatênis Masculino Casual Confortável Lona Polo Blu",236.9,1
"Tênis Diadora Playmaker",639.88,2
"Tênis Casual Reserva Go Rsv Type-r Classic Couro Legítimo Borracha Urbano 752140030",49.99,1
"Sapatenis Masculino Tênis Sneakers Casual Estilo Streetwear",531.99,2
"Tênis Nike Zoom Court Lite 3 Masculino",72.9,1
"Tênis Masculino Caminhada Runner Sem Cadarço Esporte U100",349.9,2
"Tênis Dc Shoes Anvil LA SE Grey",369.89,2
"Tênis Mizuno Wave Sky Rise Masculino",399.9,2
"Tênis Trekking Trilha Academia Ciclismo Bike Adventure Café",128.16,1
"Tênis BRsport Adulto Masculino - 2276206",213.39,1
"Sapatênis Polo Tenis Masculino Casual Calce Fácil Solado Confortável + Relógio Smart",85.41,1
"Tênis Sapatenis infantil masculino confortável L700 Polo Blu",109.9,1
"Tênis Masculino Lynd Super Leve e Confortável",130.76,1
"Tênis Masculino Runner Sport Polo Joy Em Elastano",134.1,1
"Tênis Bota Coturno Adventure Várias Cores",79.9,1
"Tênis Caminhada Conforto Masculino Leve Sola Trançada",544.4,2
"Tênis Puma Trinity Masculino",199.99,1
"Tênis Adidas Urban Court Masculino",395.99,2
"Tênis Hocks Pop Lite - Petit Poa",444.71,2
"Tênis Masculino Mizuno Wave Nitron 2 Original",170.05,1
"Chuteira Penalty Futsal Fúria XXII Masculino Original",169.96,1
"Tênis Olympikus Eros Preto",284.9,1
"Tênis Puma Comet 2 Alt SR BDP",288.88,1
"Tênis Everlast Climber 4 Uni Cinza / Dourado",170.91,1
"Tênis Bibi Space Infantil Masculino - 1228021",129.9,1
"Sapatilha Beach Tenis Aquática Esportiva Trilha Cachoeira",123.4,1
"Tênis Masculino Esportivo Caminhada + Relógio Digital",67.45,1
"Kit Tênis De Led Infantil Menino Masculino Sonic Boom + Camisa",119.9,1
"Sapatênis Masculino Tênis Lavini Slip On Super Leve Moderno Confortavel",145.26,1
"Tênis BrSport Adulto Masculino - 2276207",48.59,1
"Tênis Funfy Infantil Casual Slip On Masculino",303.26,2
"Tenis Masculino Reserva Slip Basic Cinza",177.56,1
"Tênis Qix Fly Masculino",179.91,1
"Tênis Hocks 2002",189.9,1
"Tênis Unissex Olympikus Jogging 100 Esportivo",139.9,1
"Tênis Redley Originals Slip On",139.89,1
"Tênis Masculino Esportivo Cadarço Fitness Conforto Kit 2",99.9,1
"Tênis Masculino Esporte Caminhada Cadarço Antiderrepante",269.9,1
"Tênis Everlast Forceknit 4 Preto e Amarelo",170.05,1
"Tênis Actvitta 4914.103 Masculino",123.4,1
"Tênis Masculino Esportivo Caminhada + Relógio Digital",378.29,2
"Tênis Under Armour Hovr Rise 4 Masculino",369.88,2
"Tênis Adidas Masculino Runfalcon 3",149.9,1
"Tênis Mule Slip On Masculino Conforto Macio Dia a Dia",149.9,1
"Tênis Casual Basico em Couro Masculino com Recortes Cadarço e Sola Costurada",99.9,1
"Tênis Botinha Feminina GuGi Bota Para Treino Academia Dança Leve",129.99,1
"Tênis Masculino Wonder Sneaker",260.68,1
"Tênis Hocks Tempus",189.9,1
"Tênis Masculino Casual Calce Fácil Sola Reta Confortável",313.49,2
"Tênis Corrida Run 70s Adidas",98.79,1
"Kit com 2 Tenis Meia Masculino Feminino Slip In Calce Fácil + Relógio Digital",152.91,1
"Tênis Masculino Comply Sector Lt Preto - CO64100",87.99,1
"Tênis Botinha Casual Infantil Masculino Blitzz",179.9,1
"Kit 3 Pares Tenis Sapatenis Polo Blu Masculino Sapatenis Cano Alto Bota Azul Vermelho e Preto",99.71,1
"Tênis Ortopédico Super Leve macio Indicado Esporão Diabético",265.9,1
"Sapatênis Tênis Couro Natural Linha Conforto Reverso - 3021 -",164.26,1
"Tênis Rainha Trip Masculino",299.99,2
"TÊNIS DC SHOES ANVIL LA VERMELHO - MASCULINO",168.88,1
"Tênis Olympikus Poseidon Unissex 5175 38/43",39.9,1
"Tenis sapatenis masculino casual social cadarço confortavel",678.99,2
"Tênis Adidas Courtjam Control Masculino",79.9,1
"Sapatenis Masculino Tenis Polo Blu Conforto Casual Lindo",169.88,1
"Tênis Rainha Casual Liberty",202.41,1
"Tênis QIX Ninety Three Vulcan 07 - Camurça",379.9,2
"Tênis Under Armour Tribase Cross Verde Militar",199.9,1
"Tênis Infantil Menino Escolar Macio Leve Confortável Fitas Autocolantes",265.05,1
"Tenis Olympikus Dynamic Masculino",219.98,1
"Tênis Masculino Fila Stay",269.99,1
"Tênis Mizuno Wave Vitality 5 Masculino",416.41,2
"Tênis Öus Gomes Movimento Essencial - Preto/Branco",106.88,1
"Tênis Masculino Casual Confort Way - 9114",139.9,1
"Tenis Masculino Casual de Couro - Black",399.89,2
"Tênis Slip On Masculino Lona Macio Confortável Dia a Dia",149.9,1
"Tênis Kolosh Esportivo Masculino H3364",399.99,2
"Tênis Adidas Duramo SL Masculino",408.4,2
"Tênis Bull Terrier Cyber Masculino",499.9,2
"Tênis Reserva Kobe Branco",384.74,2
"TÊNIS QIX TREK BEGE/GRAFITE",359.09,2
"Tênis Hocks De La Calle II Infra Grape",124.37,1
"Tênis Unissex Mormaii Urban 3",69.9,1
"Tênis Masculino Academia Vanguard Supporter Leve Confortavel",104.9,1
"Tenis Sapatilha Ciclismo Pedal Seguro Masculino Bike Way 2 New Fox",284.9,1
"Tênis Para Cross Training Rock Fit Grip 2 Camuflado Bege",111.14,1
"Chuteira Infantil Homem Aranha Dray Tênis Calçado Marvel",170.52,1
"Bota Coturno Tenis Adventure Couro Legítimo Masculino",104.9,1
"Tênis Academia Feminino Masculino Confortável Macio Corrida",112,1
"Tênis Infantil Masculino Gibizinho Menino Slip On Iate",153.81,1
"Tênis QIX Sunset Vulcan 07",219.9,1
"TÊNIS BOTTERO SLIP ON CASUAL ESCAMA FEMININO",123.88,1
"Sapatênis Masculino Tênis Casual Couro Legítimo Confortável Palmilha Gel",194.9,1
"Tênis ASICS GEL-Quantum 90 IV - Masculino - Preto",368.59,2
"Tênis Olympikus Reverso 2",368.59,2
"Tênis Olympikus Reverso 2",368.59,2
"Tênis Olympikus Reverso 2",169.97,1
"Tênis masculino com amortecedor sola alta mola",46.74,1
"Tenis Infantil Tênis Star Moda Fashion Minimalista",206.91,1
"Tênis Masculino West Coast Azul Escuro - 203401",449.9,2
"Tênis Fila Arcade Low Masculino",299.15,2
"Tênis Masculino Mule Couro Calce Fácil Confortável Casual",65.9,1
"Sapatenis Tenis Masculino Casual Macio Estiloso Leve Confortavel Lançamento",107.91,1
"Tênis Branco Masculino Old Tribe Casual Dia a dia Classico Retrô Basic",109.9,1
"Tênis Casual Sapatênis Masculino Sola Alta Macia com Carteira",109.9,1
"Kit 2 Tenis Masculino Feminino UZZE Esportivo",161.91,1
"Tênis Infantil QIX Smash",95,1
"Tênis Moove Impulse Masculino",299.99,2
"Kit Olympikus 1 Tênis Diffuse 4 e 1 Tênis Eros",261.89,1
"Tênis Adidas Streetcheck Masculino",499.9,2
"Tênis Mizuno Wave Nitron Masculino",499.9,2
"Tênis Corrida Switch Run Adidas",179.91,1
"Tênis Adulto Coca Cola Kick Summer - 0471",161.4,1
"Tenis Mormaii Urban Free Masculino",119.9,1
"Tênis Masculino Caminhada Corrida Ghost 2 4D Esporte Dia a Dia",479.9,2
"Tênis Adidas Duramo Speed Vermelho",339.97,2
"Tenis Bota Bull Terrier Ranger Low em Couro",119.9,1
"Sapatilha Sem Clip Refletivo de Ciclista Unissex Tenis",170.05,1
"Tênis Olympikus Vibration Masculino",54.14,1
"Tenis Meia Masculino Feminino Esportivo Calce Fácil + Relógio Digital",252.89,1
"Tênis Casual Ortopédico Anatômico Conforto Palmilha Gel Leve Macio",143.55,1
"Tênis Mormaii Urban Smash",309.89,2
"Tênis Sapatênis Ferracini Lexus Cadarço Elástico Couro Legítimo Palmilha Macia Confortável 7052-267",179.98,1
"Slip On Skechers Go Walk Max Modulating Masculino",115,1
"Sapatênis Masculino Tênis Casual Em Couro Legitimo Confortável",159.9,1
"Tênis Chuteira Topper Futsal Dominator 3",171.38,1
"Tênis Qix Califórnia Qxvu0023",36.99,1
"Tênis Diversão Mini Lucca Marrom - Infantil",109.6,1
"Tênis Adrun Action Float Juvenil AD23-9907",219.99,1
"Tênis Masculino Adidas Grand Court Base",99.9,1
"Tênis Slip On Casual Sem Cadarço e Detalhe em Couro",59.99,1
"Chuteira Infantil Futsal Tenis Premium Original HMX Haymax",262.57,1
"Tênis Masculino Slip Go Walk Max Skechers - 54600",126.7,1
"Tênis Infantil Masculino de Menino Esporte Escolar Casual Tam 20 ao 34 - Com Skate ??",674.22,2
"Tênis Adidas Courtjam Control II Masculino",387.99,2
"Tênis Under Armour Charged Skyline 4",387.99,2
"Tênis Under Armour Charged Skyline 4",387.99,2
"Tênis Under Armour Charged Skyline 4",138.88,1
"Tênis Topper Futsal Dominator 3 Jr",249.88,1
"Tênis West Coast Masculino WC 33",79.9,1
"Tênis Masculino Esportivo Cadarço Academia Corrida Dia a Dia",68.31,1
"Tênis Masculino Esporte Academia Corrida Caminhada Running Esportivo Leve Macio Confortável",202.41,1
"Tênis QIX Ninety Three Vulcan 07 - Camurça",161.91,1
"Sapatênis Tênis Slip-On Masculino Polo Joy Calce Fácil Cafe",229.9,1
"Tênis Casual Pegada Masculino em Couro Areia 111504-06",85.41,1
"Tênis Molekinho Infantil Masculino - 2864100",636.61,2
"Tênis Adidas EQ21 Feminino",669.29,2
"Tênis Puma Forever Run Nitro Masculino",316.26,2
"Tênis Hocks Puff Roots",439.9,2
"Tenis Masculino Rafarillo Move Alth",143.91,1
"Tênis Slip On Iate Couro Masculino Solado Flat Costurado Forro Espumado Confortável Casual",153.81,1
"Tênis QIX Sunset Vulcan 07",289.99,1
"Tênis de Corrida Masculino Mizuno Wave Zest",128.16,1
"Tênis Infantil Klin Ref 199089000",217.55,1
"Tenis Skatista Red Nose Rocket Rnlm335",999.99,3
"Tênis Adidas NMR R1 Bege Branco",329.8,2
"Kit Tenis Jogging Couro Cano Curto Masculino Sport Sola Antiderrapante Com Chinelo Cartago",629.91,2
"Tênis Puma Electrify Nitro 2 Masculino",79.99,1
"Tenis Infantil De Led Masculino Homem Escolar Casual Calce Facil Basico + Relogio",119.9,1
"Tênis Casual Cano Baixo Masculino Form's",122.4,1
"Tênis Treino Academia Masculino Conforto 560",370.9,2
"Tênis Bull Terrier Tecno II",307.89,2
"Tênis Everlast Range Masculino",104.9,1
"Tênis Treino Academia e Caminhada Movement SV + Relógio",59.99,1
"Tênis infantil Botinha Unisex Laçamento Casual passeio DZUM",99.49,1
"Tênis Casual Cano Alto Wit Shoes SB Star Feet Confortável Bota",219.9,1
"Tenis Running Actvitta Masculino 4915.307",139.9,1
"Tênis Masculino Sapatênis Legitimo Jogger Kit Com Relógio Slim",219.9,1
"Tenis Running Actvitta Masculino 4915.307",139.9,1
"Kit Tênis Sapatenis Botinha infantil masculino cano alto 7800 Polo Blu com Relógio",89.9,1
"Tenis Masculino Casual Polo Em Couro Confortável Sapatenis",379.99,2
"Tênis Oakley Flak II Snkr",99.9,1
"Tênis Masculino Esportivo Cadarço Dia a Dia Confort Academia",279.9,1
"Sapatênis Masculino Ferracini Vox 8052-617 Couro",89.9,1
"Tênis AirFergo Masculino/ Feminino Lançamento",59.76,1
"Kit Tênis Esportivo Masculino Feminino Conforto Corrida Caminhada Academia + Relogio Prova D' Água",119.69,1
"Tênis Infantil Masculino Pé com Pé Escolar Calce fácil Marinho Menino",139.9,1
"Tenis Cano Alto Casual Infantil  Menino 7501-029-36",200.93,1
"Tênis Qix Combat Retro - 110073",109.9,1
"Kit 2 Pares de Tênis Infantil Masculino Dinossauro e Jogging",226.33,1
"Tênis Rainha Golden Masculino",119.99,1
"Tenis Menino Luzinha Led Dinossauro Mini Pe MP2128 Marinho/Am Limão 32",349.88,2
"Tênis Asics Fuzeblast SE Preto e Verde",161.4,1
"Tênis Infantil de Led Menino Ortopé Power Light Slip On",579.8,2
"Tênis Skechers Go Run Hyper Burst Masculino",61.9,1
"Tênis Volt Esportivo Masculino",148.88,1
"Tênis Rainha VL 2500",67.41,1
"Tênis OUS Naccarato Masculino",85.49,1
"Tênis Molekinho Infantil Masculino - 2634.103",294.4,2
"Tênis Masculino Rock Fit Blink Em Couro Preto e Dourado",299.9,2
"Tênis Tesla Nine All White",279,1
"Fila Tênis Gear Masculino /Grafite/Cinza",458.82,2
"Tênis Asics Versablast Masculino",278.98,1
"Tênis Mizuno Goya Feminino-38 Marinho-Roxo",84.99,1
"Tenis Infantil De Led Meninos Dinossauro Botinha Masculino + Relogio",499.8,2
"Tênis Under Armour Jet 21 Masculino",379.9,2
"Tênis Fila Arcade Low Bege e Preto",93,1
"Tênis Infantil Masculino KidStar Juvenil Escolar sem Cadarço",214.8,1
"Tênis Masculino Kit Cinto Carteira Porta Cartão Documentos Modelo Sapatênis Elegante Casamento",109.99,1
"Tenis Masculino Casual Jeen Confortável Academia Leve",100.9,1
"Kit Tenis Esportivo E Chinelo Tamanho Especial Do 45 A 49 Macio Antiderrapante Leve Ultraconfortavel",99.9,1
"Tênis Masculino Esportivo Cadarço Conforto Corrida Academia",123.9,1
"Tênis Actvitta Masculino Super Leve",269.9,1
"Tênis Infantil Bibi Evolution Ll Ev-95 Preto",209.38,1
"Tênis sapatenis slip on masculino casual confotável L7900 Polo Blu",199.9,1
"Tênis Masculino Advanced Running Ultra Leve Academia VL060",220,1
"TENIS SKECHERS GO WALK MAX MASCULINO",469.9,2
"Tênis Puma MAPF1 Drift Cat Decima",369.9,2
"Tênis New Balance Arishi V4 Fresh Foam Masculino",204.24,1
"Tênis Mormaii Urban Storm - Masculino",65.57,1
"Tênis Slip On Masculino Sliper Casual De Lona Extra Leve Confortável",56.27,1
"Tenis Esportivo Masculino Confortável Caminhada Academia",180.4,1
"Tênis Masculino Cano Alto Stir Numeração Especial",551.99,2
"Tênis de Futsal Munich G3 Profit- 390",499.9,2
"Tênis New Balance 574 V2 Masculino",409.88,2
"Tênis Casual Reserva Go Square Borracha Urbano Confortável Tecido Antiderrapante 755310001",759.99,3
"Tênis NikeCourt Air Zoom Vapor Pro 2 Masculino",99.9,1
"Slip On Tênis Sem Cadarço Andralev Unissex",149.88,1
"Tênis Unissex Mormaii Urban Smash",399.9,2
"Tênis Masculino Moda Confortável Academia Treino Confortável",259,1
"Tenis Fila Racer For All Masculino",529.8,2
"Tênis Asics Gel-Backhand Masculino",872.99,3
"Tênis Adidas Adizero SL Masculino",213.74,1
"Tênis de Segurança EPI CA 43770 Gogowear KIEV",129.88,1
"Tênis Rainha Unissex Casual Mont Car IV",229.9,1
"Tênis Fila V.Track 3.0 Masculino",99.9,1
"Tênis Randall Leeds LS Casual Lona Sola Borracha 3040 Masculino",378,2
"Tênis motociclista AS95 em couro legítimo semi-impermeável - Atron Shoes",269.99,1
"Tenis Cavalera Couro Napa Americano Branco",569.9,2
"TENIS NEW BALANCE FUELCELL REBEL V3 MASCULINO-CORAL NEON",289.9,1
"Tênis Masculino SB Casual Lona Skateboard Black Friday + Meia Algodão Lupo Branco - SF Outlet",409.9,2
"TENIS FILA KR5 MASCULINO",78.9,1
"Tênis Running Shoes Confortável Masculino",50.99,1
"Tênis Infantil Criança Sapatênis Feminino Masculino Kids",294.4,2
"Tenis Aventure Em Couro Legítimo Azimute - 943 - Caqui",399.99,2
"Tênis Adidas Seeley BR Better Scarlet",243.58,1
"Tênis Sapatênis Masculino Pegada 110503 Couro",219.9,1
"Tênis Masculino Casual Oásis em Couro Polo Urban",898.99,3
"Tênis de Corrida Masculino Mizuno Wave Frontier 14",719.9,3
"Tênis New Balance Fresh Foam X Hierro V7 Laranja e Verde",404.17,2
"Tênis Mizuno Wave Mirai 4 Masculino",189.9,1
"Kit 3 Pares Tenis Sapatenis Polo Blu Masculino Sapatenis Cano Alto Bota Cinza Café e Azul",98.89,1
"Tênis Infantil Masculino Molekinho 2838.205",1799.99,3
"Tênis Unissex Mizuno Wave Prophecy Beta 2",236.55,1
"Tenis Sneakers Cano Alto Top Fitness Preto/Vermelho",149.9,1
"Tênis Preto Básico Físioflex Masculino Bibi",313.86,2
"Tênis Qix Square - Preto",109.99,1
"Tenis Masculino Casual Jeen Confortável Academia Leve",385.25,2
"Tênis Adidas Park Street Masculino",76.94,1
"Tênis Iate Vermelho Textura Lisa | Rainha",85.49,1
"Tênis Casual Masculino Ollie Spirity 600 Preto",256.4,1
"Tênis Mormaii Infantil Urban Free Jr 205016 Preto/Grafite",279.99,1
"Tênis Fila Nest Masculino",159.9,1
"Tênis Infantil Starzinho Cano Alto - Unissex",143.55,1
"Tênis Mormaii Urban Smash",179.9,1
"Tênis Infantil de Luz Bibi Space Rosa Matte",152.15,1
"Tênis Actvitta Adulto Unissex Calce Fácil Slip On Preto",179.9,1
"Tênis Sapatenis Botinha masculino casual confortável L7850 Polo Blu",99.98,1
"Tênis Masculino Replay Esportivo RP1380",155.2,1
"TENIS MORMAII SLASH REF 208008",184.9,1
"Tênis Qix City Marinho",189.9,1
"Tênis Olympikus Bravo",125.99,1
"Tenis Masculino Academia Esporte Leve Corrida Caminhada Conforto Dia a Dia",176.9,1
"Tênis Para Caminhada Com Amortecedor Unissex",99.9,1
"Tênis Challenge Treino Confortável Simon Vergan",81.22,1
"Tênis com molas Star Flex Masculino Casual treino Original",148.39,1
"Tênis Masculino Nesk - C5703",109.9,1
"Tênis Casual Masculino Sapatênis Sola Alta Oversized",159.99,1
"Tênis Infantil Masculino Molekinho 2854.101",149.9,1
"Tênis Esportivo Masculino Adrun Walk 8305M",135.28,1
"Tênis Masculino Academia Esporte Confortável Leve Kit 2",309.99,2
"Tênis Puma Wired",89.9,1
"Tênis Slip On Infantil Polo Plus",105.49,1
"Sapatênis Masculino Polo Plus Tênis Casual Cano Baixo Macio",269.9,1
"TÊNIS OLYMPIKUS SWIFT 3",129.9,1
"Kit 2 Pares de Sapatênis Masculino Cotidiano Casual Tenis Confortável Dia a Dia",139.98,1
"Chuteira Penalty Society Fúria XXII Masculino Original",249.99,1
"Tênis Adidas Hoops 3.0 Masculino",189.65,1
"Tenis Six Street Adrenaline Azul e Branco mais meia",259.9,1
"Tênis fisioflex original Bibi",79.9,1
"Tênis Masculino A7 Cano Alto",69.9,1
"Sapatenis Tenis Casual Infantil Menino com Tiras Auto Colantes Calce Facil",1745.99,3
"Tênis Masculino Mizuno Wave Prophecy 12",207.99,1
"Tênis Coca Cola Atlanta Puffer Hi Preto - Unissex",59.76,1
"Tênis Infantil Mz Flex MzKid Unissex",72.1,1
"Tênis Sapatenis Botinha masculino cano alto 7800 Polo Blu",379.9,2
"Tênis Tesla Coil Black Blue",339.9,2
"Tênis Skechers Bountiful Quick Path Masculino",169.9,1
"Tênis Qix Adulto Masculino Clash Branco / 21007",259.88,1
"Tênis Fila Efecto Cinza",323.98,2
"Tênis Olympikus Perfect 3",319.9,2
"Tênis Puma Scend Pro",313.49,2
"Tênis Nike Run Swift 3 Masculino",153.81,1
"Tênis Chuteira Rainha Futsal Vl 2500 4138463",110.9,1
"Tênis Casual Masculino Schiareli 490 Modelo Esportivo Macio e Leve",549.9,2
"Tênis New Balance Fresh Foam X 880 V13 Verde e Bra",75.9,1
"Tênis Infantil Masculino Cadarço Sola Micro Expandida Macio",117.23,1
"Tênis Masculino Casual Cano Alto Conforto Cadarço Polo Joy",569.9,2
"Tênis Puma Suede Classic XXI - Unissex",37.9,1
"Tênis Infantil Masculino Escolar Calce Fácil",287.19,1
"Tênis Hocks Pop Lite",119.99,1
"Tênis Rainha Queen",35.11,1
"Tênis Masculino Infantil Escolar Calce Fácil Macio Moda",189.9,1
"Tênis Infantil Bibi Roller 2.0 Azul com Textura Colorida",189.9,1
"Tenis Skatista Em Couro Preto",479.9,2
"Tênis New Balance 996 Masculino",69.9,1
"Sapatenis Tenis Casual Infantil Menino com Tiras Auto Colantes Calce Facil",89.9,1
"Tênis Sapatenis Masculino Polo Blu Confortável Estilo Casual Lançamento",139.9,1
"Tênis Esportivo Unissex Para Exercícios em Tecido Conforto e Estilo",452.91,2
"Tênis Adidas Run 60S 3.0 Masculino",136.71,1
"Kit 2 Pares de Tênis Masculino Meia Sem Cadarço Calce Fácil Macio",300.69,2
"Tênis Puma BMW MMS Drift Cat Decima",149.9,1
"Tenis Sapatenis Polo Blu Masculino Sapatenis Cano Alto Bota",205.19,1
"Tênis Qix NB Vulcanizado Grafite",94.04,1
"Tenis Infantil Masculino Kidy Play Respitec Mais Carrinho C/ NF",49.9,1
"Tênis Infantil Calce Fácil com Vermelho Kidstep",378.29,2
"Tênis Reserva Dash Masculino",120.69,1
"TENIS TOPPER FUTSAL DOMINATOR 3 - INFANTIL",455.99,2
"Tênis Hocks Bold Petitpoa",99.9,1
"Tênis Leve Confortável Simon Vergan + Relógio",284.05,1
"Tênis Mizuno Space 2 Masculino-46 preto-preto",451.77,2
"TENIS FILA KR5 MASCULINO",389.9,2
"Tênis Puma Shuffle Mid Bdp",66.1,1
"Tênis Masculino Academia Caminhada Esportivo Original Nog",549.9,2
"Tênis Adidas X9000 L2 Boost Masculino",475.29,2
"Tênis Fila Mb",854.99,3
"Tênis Reebok Instapump Fury 95 Masculino",418.88,2
"Tênis New Balance Masculino 373v2 Casual",80.9,1
"Tênis Infantil Masculino  Com Cadarço  Lig Shoes",299.24,2
"Tênis Freeday Pro Model PG 20 Anos Branco",59.9,1
"Tênis Masculino Feminino Esportivo Meia Academia Corrida Caminhada Treino Esporte Leve Confortável",129.9,1
"Kit 2 Pares Tênis Sapatenis Masculino Polo Casual",379.99,2
"Tênis Nike Legend Essential 2 Masculino",74.9,1
"Tênis Diversão Canvas Low Infantil Vermelho",119.99,1
"Tênis Menino Jogging Luzinha Led T-Rex Mini Pe MP2402 Preto/Vermelho 32",116.91,1
"Tênis Sapatênis Masculino De Amarrar Com Relógio 2250",489.99,2
"Tênis Caterpillar Raider Sport Transformers Megatron Masculino",125.99,1
"Tênis Masculino Esporte Confortável Eficaz Para Treino e Academia + Relógio",123.19,1
"Tênis Topper Dominator 3 Infantil Original",69.99,1
"Tênis Infantil Dok Flex Energy Masculino",329,2
"Tênis Hocks Flat Lite Ice Refletivo Masculino",125.91,1
"Tênis Infantil Com Rodinhas Confortável Seguro MonaDonna Meninos e Meninas",136.62,1
"Tênis Rainha Iate III e Meia RA24-RA0239",129,1
"Tennis Adventure Masculino 25 ao 45",89.7,1
"Tênis Esportivo Preto Masculino Sapatênis Malhar e Squeeze",721.9,3
"Tênis Esportivo Academia Corrida Caminhada Calce Fácil Elástico Treino Macio Leve Confortável",299.16,2
"Tênis Fila Street Fit Masculino",46.93,1
"Sapatenis Masculino Casual Tênis Leve Running Básico",162.9,1
"Tênis Trekking Montanhismo bike SpeedCross Preto-Preto",151.88,1
"Tênis Unissex Mormaii Urban One + 3 Pares de Meia Color Sports",94.05,1
"Tenis Lets One Masculino",379.99,2
"Tênis Asics Gel-Shogun 5 Masculino",249.98,1
"Tênis West Coast Bordado",89.9,1
"Tênis Para Treino masculino Academia Bmax Caminhada Corrida Leve",217.88,1
"Tênis Asics Masculino Stretwise",279.9,1
"Tênis Puma Aviator Eng Pro Masculino",45.03,1
"Meia Rikam Beach Tênis 29124 Cano Elástico Antiderrapante",269.9,1
"Tênis Adventure Em Couro Bota Segurança Coturno Ca Trekking Trilha Trabalho",96.8,1
"Tênis Infantil Masculino Cano Alto KidStar Botinha Marinho",329.9,2
"Tênis Sapatenis Botinha masculino casual confortável L7850 Polo Blu",379.9,2
"Tênis Tesla Coil Black White UV",291.21,1
"TÊNIS OLYMPIKUS REF:DYNAMIC MASCULINO",254.61,1
"Tênis Skechers Go Walk Max e Meia SK22-21630",112.49,1
"Tênis Masculino Solado Anti-Derrapante Running Sport Alta Performance Leve Caminhada",85.41,1
"Tênis Masculino Polo White Casual Em Lona",509.98,2
"Tênis New Balance 5740 Masculino",674.91,2
"Tênis Puma Fuse 2.0 Tiger Camo Masculino",230.75,1
"Tênis Sapatenis infantil masculino confortável L700 Polo Blu",387.99,2
"Tênis Under Armour Ch.Quicker",36.99,1
"Tênis Diversão Mini Manu Vermelho - Infantil",174.9,1
"Tênis Redley Originals Juvenil Caqui",54.99,1
"Tênis Infantil Kurz For Kids Listras Masculino",65.74,1
"Tênis Masculino Esportivo Para Academia Corrida Confortável Leve Macio",436.49,2
"Tênis Joma Super Cross Masculino",67.91,1
"Tênis Feminino e Masculino Anatômico Ascension Enerzy Esporte Conforto",125.99,1
"Tênis Esporte Feminino e Masculino Em Tecido Para Academia Corrida Dia-a-Dia + Relógio Led Digital",128.9,1
"Tenis Calce Facil Casual Esporte Detalhe Tramas Masculino Solado Emborrachado",151.52,1
"Tênis Red Nose Callahan Pit Bull Rnn821",270.05,1
"Tênis QIX 80s",251.9,1
